name,Age,Citizenship,Contract expiration,DOB,Height (m),ID,Joined,Last club,Market value history,Nationality,Other positions,Position,Since,Team,Transfer history,Value,Value last updated,assists,games,goals,id,key_passes,npg,npxG,position,red_cards,shots,source,team,team_title,time,xA,xG,xGBuildup,xGChain,yellow_cards
Sanoussy Ba,21,[],"Jun 30, 2027","Jan 5, 2004",1.84,717346,"Jul 1, 2024",,,Germany,,Right-Back,,E. Braunschweig,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€400k,"Jun 19, 2025",0,1,0,10839,0,0,0,S,0,0,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,1,0,0,0,0,0
André Silva,29,[],"Jun 30, 2026","Nov 6, 1995",1.86,198008,"Jul 2, 2021",,,Portugal,,Centre-Forward,,RB Leipzig,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€4.00m,"Jun 5, 2025",3,31,4,6170,26,4,10.774427261203527,F S,0,59,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,1750,3.7528974283486605,10.774427261203527,3.591220688074827,15.438766792416573,3
Marco Reus,36,[],"Dec 31, 2026","May 31, 1989",1.8,35207,"Aug 14, 2024",,,Germany,,Attacking Midfield,,LA Galaxy,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€2.00m,"Jun 5, 2025",4,25,6,319,20,5,5.485784620046616,F M S,0,37,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,1349,2.9453289173543453,6.243561610579491,5.265230825170875,11.390875043347478,4
Kingsley Coman,29,[],"Jun 30, 2027","Jun 13, 1996",1.81,243714,"Jul 1, 2017",,,France,,Left Winger,,Bayern Munich,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€30.00m,"Jun 5, 2025",5,24,8,226,41,8,6.010770929977298,M S,1,49,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,1422,5.7907725758850574,6.010770929977298,8.904668807983398,18.717868223786354,0
Benjamin Leneis,26,[],,"Mar 8, 1999",1.95,381250,,FSV Zwickau,,Germany,,Goalkeeper,"Jul 1, 2025",Without Club,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€50k,"Jun 23, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Almamy Touré,29,[],,"Apr 28, 1996",1.81,216181,,1.FC K'lautern,,Mali,,Centre-Back,"Jul 1, 2025",Without Club,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€600k,"Jun 19, 2025",1,7,0,3431,1,0,0.7782582882791758,D S,0,3,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,403,0.5230220556259155,0.7782582882791758,0.7743782922625542,1.3155819103121758,1
Ayman Azhil,24,[],"Jun 30, 2027","Apr 10, 2001",1.75,452068,"Jul 1, 2023",,,Morocco,,Defensive Midfield,,B. Dortmund II,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€700k,"Jun 11, 2025",0,1,0,8116,0,0,0,S,0,0,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,1,0,0,0,0,0
Daniel Katic,22,[],"Jun 30, 2027","Apr 26, 2003",1.85,692049,"Jul 1, 2025",,,Croatia,,Centre-Back,,HSK Posusje,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€75k,"Jun 22, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Felix Passlack,27,[],"Jun 30, 2026","May 29, 1998",1.7,274461,"Jul 1, 2023",,,Germany,,Right-Back,,VfL Bochum,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€2.00m,"Jun 5, 2025",0,3,0,2663,2,0,0,S,0,0,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,57,0.490369101986289,0,1.5487593412399292,2.0391283836215734,0
Jonathan Tah,29,[],"Jun 30, 2029","Feb 11, 1996",1.95,196357,"Jun 9, 2025",,,Germany,,Centre-Back,,Bayern Munich,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€30.00m,"Jun 5, 2025",0,33,1,183,6,1,1.1917415522038937,D S,0,10,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,2493,0.6195285189896822,1.1917415522038937,7.760596519336104,8.047265270724893,6
Gabriel Vidovic,21,[],"Jun 30, 2029","Dec 1, 2003",1.8,604327,"Jul 1, 2025",,,Croatia,,Second Striker,,Dinamo Zagreb,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€3.00m,"Jun 5, 2025",1,1,0,10558,2,0,0,S,0,0,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,16,0.15919600427150726,0,0.020603500306606293,0.17979900538921356,0
Sebastian Rudy,35,[],,"Feb 28, 1990",1.8,57051,,TSG Hoffenheim,,Germany,,Defensive Midfield,"Jul 1, 2023",Retired,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",,,1,22,0,90,13,0,0.09611720778048038,M S,0,5,understat,https://understat.com/team/Hoffenheim/2022,Hoffenheim,758,0.6947903409600258,0.09611720778048038,2.660964274778962,2.7909096851944923,3
Callum Hudson-Odoi,24,"['England', 'Ghana']","Jun 30, 2026","Nov 7, 2000",1.78,392768,"Sep 1, 2023",,,England,"                    0
0        Right Winger
1  Attacking Midfield",Left Winger,,Forest,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€25.00m,"May 30, 2025",1,14,0,6456,12,0,0.16214790008962154,F M S,0,4,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,610,0.6222708076238632,0.16214790008962154,1.4365442022681236,2.0590027030557394,0
Justin Janitzek,21,[],"Jun 30, 2027","Feb 10, 2004",1.92,639580,"Jul 1, 2024",,,Germany,,Centre-Back,,Wehen Wiesbaden,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€250k,"Jun 11, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Raphaël Guerreiro,31,[],"Jun 30, 2026","Dec 22, 1993",1.7,170986,"Jul 1, 2023",,,Portugal,,Left-Back,,Bayern Munich,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€8.00m,"Jun 5, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Matthijs de Ligt,25,[],"Jun 30, 2029","Aug 12, 1999",1.89,326031,"Aug 13, 2024",,,Netherlands,,Centre-Back,,Man Utd,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€38.00m,"May 30, 2025",1,31,3,7902,6,3,1.305196895264089,D S,0,24,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,2407,0.7707531871274114,1.305196895264089,16.740963304415345,17.066274592652917,4
Jordan Beyer,25,[],"Jun 30, 2027","May 19, 2000",1.87,403898,"Jul 1, 2023",,,Germany,,Centre-Back,,Burnley,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€6.00m,"May 27, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Djibril Sow,28,[],"Jun 30, 2028","Feb 6, 1997",1.84,212723,"Aug 4, 2023",,,Switzerland,,Central Midfield,,Sevilla FC,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€7.50m,"Jun 9, 2025",0,32,4,2624,18,4,1.9447151282802224,M S,0,28,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,2664,1.1121019199490547,1.9447151282802224,11.94368753861636,14.30460869986564,9
Jamal Musiala,22,[],"Jun 30, 2030","Feb 26, 2003",1.84,580195,"Jul 1, 2020",,,Germany,,Attacking Midfield,,Bayern Munich,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€140.00m,"Jun 5, 2025",10,33,12,8418,52,12,9.34594888612628,M S,0,66,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,2234,7.170549068599939,9.34594888612628,15.357557548210025,27.62527047097683,1
Kevin Paredes,22,[],"Jun 30, 2026","May 7, 2003",1.75,711517,"Jan 28, 2022",,,United States,,Left Midfield,,VfL Wolfsburg,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€7.50m,"Jun 5, 2025",3,22,1,10395,15,1,0.1339329071342945,M S,0,4,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,467,1.2515475004911423,0.1339329071342945,2.056535067036748,3.264685845002532,2
Jan Olschowsky,23,[],"Jun 30, 2026","Nov 18, 2001",1.84,455922,"Jan 9, 2025",,,Germany,,Goalkeeper,,Alem. Aachen,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€500k,"Jun 11, 2025",0,4,0,11130,0,0,0,GK,0,0,understat,https://understat.com/team/Borussia_M.Gladbach/2022,Borussia M.Gladbach,360,0,0,0.5856650173664093,0.5856650173664093,0
Ørjan Nyland,34,[],"Jun 30, 2026","Sep 10, 1990",1.92,73517,"Aug 20, 2023",,,Norway,,Goalkeeper,,Sevilla FC,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€900k,"Jun 9, 2025",1,2,0,250,1,0,0,GK,0,0,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,180,0.14958412945270538,0,0.6948467195034027,0.8444308340549469,0
Ozan Kabak,25,[],"Jun 30, 2026","Mar 25, 2000",1.87,361260,"Jul 23, 2022",,,Türkiye,,Centre-Back,,TSG Hoffenheim,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€5.00m,"Jun 5, 2025",2,30,2,7376,4,2,1.2696625823155046,D S,2,23,understat,https://understat.com/team/Hoffenheim/2022,Hoffenheim,2398,1.4368626717478037,1.2696625823155046,4.857320748269558,6.8836584612727165,8
Arijon Ibrahimovic,19,[],"Jun 30, 2026","Dec 11, 2005",1.78,744728,"Jul 1, 2025",,,Germany,,Attacking Midfield,,Heidenheim,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€4.00m,"Jun 17, 2025",0,1,0,10248,1,0,0.5974339842796326,S,0,2,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,12,0.0419234000146389,0.5974339842796326,0.5849249958992004,1.175029993057251,0
Daichi Kamada,28,[],"Jun 30, 2026","Aug 5, 1996",1.8,356141,"Jul 1, 2024",,,Japan,,Attacking Midfield,,Crystal Palace,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€12.00m,"May 30, 2025",6,32,9,6145,34,6,6.612399263307452,M S,0,44,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,2279,3.55752938054502,8.885730244219303,10.873036798089743,17.701268509030342,3
Rubén Vargas,26,[],"Jun 30, 2029","Aug 5, 1998",1.79,345886,"Jan 10, 2025",,,Switzerland,,Left Winger,,Sevilla FC,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€7.00m,"Jun 9, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Koen Casteels,33,[],"Jun 30, 2027","Jun 25, 1992",1.97,108880,"Jul 18, 2024",,,Belgium,,Goalkeeper,,Al-Qadsiah,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€4.50m,"May 27, 2025",1,34,0,159,2,0,0.05502432957291603,GK,0,1,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,3060,0.9053031206130981,0.05502432957291603,5.563377192243934,5.858843168243766,0
Manu Koné,24,[],"Jun 30, 2029","May 17, 2001",1.85,624690,"Aug 30, 2024",,,France,,Central Midfield,,AS Roma,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€40.00m,"Jun 17, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Mergim Berisha,27,[],"Jun 30, 2027","May 11, 1998",1.88,307924,"Aug 30, 2023",,,Germany,,Centre-Forward,,TSG Hoffenheim,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€3.50m,"Jun 5, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Charles Aránguiz,36,[],"Dec 31, 2025","Apr 17, 1989",1.72,89701,"Aug 5, 2024",,,Chile,,Central Midfield,,U. de Chile,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€800k,"Jun 30, 2025",0,10,1,454,3,1,0.23023970425128937,M S,0,5,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,497,0.21189780440181494,0.23023970425128937,2.17503559589386,2.5478187948465347,1
Yannick Gerhardt,31,[],-,"Mar 13, 1994",1.84,119277,"Jul 1, 2016",,,Germany,,Central Midfield,,VfL Wolfsburg,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€2.50m,"Jun 5, 2025",4,29,6,140,21,6,5.957216642796993,M S,0,26,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,1884,1.8561384845525026,5.957216642796993,4.984407410956919,11.160714483819902,3
Lars Stindl,36,[],,"Aug 26, 1988",1.81,48298,,Karlsruher SC,,Germany,,Attacking Midfield,"Jul 1, 2024",Retired,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",,,7,29,8,208,40,8,5.814497446641326,M S,0,50,understat,https://understat.com/team/Borussia_M.Gladbach/2022,Borussia M.Gladbach,1761,5.840890821069479,5.814497446641326,6.406254107132554,14.786454452201724,9
David Colina,25,[],"Jun 30, 2026","Jul 19, 2000",1.74,371000,"Jul 26, 2025",,,Croatia,,Left-Back,,NK Osijek,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€850k,"Jun 16, 2025",0,7,1,11325,2,1,0.43998798727989197,S,0,1,understat,https://understat.com/team/Augsburg/2022,Augsburg,136,0.06158380024135113,0.43998798727989197,0.09402547217905521,0.5709785651415586,0
Piero Hincapié,23,[],"Jun 30, 2029","Jan 9, 2002",1.84,659813,"Aug 16, 2021",,,Ecuador,,Centre-Back,,B. Leverkusen,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€50.00m,"Jun 5, 2025",1,30,1,9911,10,1,1.3324642069637775,D M S,3,16,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,2470,1.3067817650735378,1.3324642069637775,7.831875195726752,8.78414343483746,9
Joshua Kimmich,30,[],"Jun 30, 2029","Feb 8, 1995",1.77,161056,"Jul 2, 2015",,,Germany,,Defensive Midfield,,Bayern Munich,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€45.00m,"Jun 5, 2025",6,33,5,223,85,4,1.2141887722536922,D M S,1,28,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,2823,7.107447650283575,1.9719654498621821,24.704093173146248,29.105611484497786,3
Sébastien Haller,31,[],"Jun 30, 2026","Jun 22, 1994",1.9,181375,"Jul 6, 2022",,,Cote d'Ivoire,,Centre-Forward,,Bor. Dortmund,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€3.00m,"May 28, 2025",3,19,9,6144,16,9,9.053862584754825,F S,0,34,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,1248,2.9800966046750546,9.811639262363315,2.9406321942806244,11.782302178442478,1
John Brooks,32,[],"Jun 30, 2026","Jan 28, 1993",1.94,124732,"Aug 29, 2024",,,United States,,Centre-Back,,Hertha BSC,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€500k,"Jun 19, 2025",0,15,0,22,0,0,0.36538767348974943,D,0,7,understat,https://understat.com/team/Hoffenheim/2022,Hoffenheim,1350,0,0.36538767348974943,2.079701241105795,2.079701241105795,4
Jacob Bruun Larsen,26,[],"Jun 30, 2029","Sep 19, 1998",1.83,293281,"Jul 11, 2025",,,Denmark,,Left Winger,,Burnley,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€5.00m,"Jun 5, 2025",0,12,1,5355,8,1,1.260027188807726,F S,0,7,understat,https://understat.com/team/Hoffenheim/2022,Hoffenheim,311,0.28904660791158676,1.260027188807726,0.6564348191022873,2.107599997892976,0
Gregor Kobel,27,[],"Jun 30, 2028","Dec 6, 1997",1.96,257814,"Jul 1, 2021",,,Switzerland,,Goalkeeper,,Bor. Dortmund,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€40.00m,"Jun 5, 2025",0,27,0,5288,0,0,0,GK,0,0,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,2430,0,0,6.736781107261777,6.736781107261777,0
Odilon Kossounou,24,[],"Jun 30, 2029","Jan 4, 2001",1.91,644771,"Jul 1, 2025",,,Cote d'Ivoire,,Centre-Back,,Atalanta BC,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€25.00m,"Jun 17, 2025",1,24,0,9714,3,0,0.10565309785306454,D S,0,3,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,1518,0.14192240312695503,0.10565309785306454,3.7647726675495505,3.917286849580705,3
Silas Ostrzinski,21,[],"Jun 30, 2027","Nov 19, 2003",1.98,684116,"Jan 4, 2025",,,Germany,,Goalkeeper,,Bor. Dortmund,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€200k,"Jun 11, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Nicolas Cozza,26,[],"Jun 30, 2026","Jan 8, 1999",1.78,485965,"Aug 28, 2024",,,France,,Left-Back,,FC Nantes,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€3.50m,"Jun 3, 2025",0,5,0,6007,0,0,0,S,0,0,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,90,0,0,0.5603526495397091,0.5603526495397091,0
Josip Stanisic,25,[],"Jun 30, 2029","Apr 2, 2000",1.87,483046,"Aug 1, 2021",,,Croatia,,Right-Back,,Bayern Munich,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€32.00m,"Jun 5, 2025",0,14,0,9458,4,0,0,D S,0,0,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,560,0.511153195053339,0,6.416308822110295,6.927464487031102,1
Jonathan Burkardt,25,[],"Jun 30, 2030","Jul 11, 2000",1.83,333647,"Jul 4, 2025",,,Germany,,Centre-Forward,,E. Frankfurt,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€35.00m,"Jun 5, 2025",2,11,1,7108,7,1,3.0630448684096336,F M S,0,21,understat,https://understat.com/team/Mainz_05/2022,Mainz 05,540,1.2732256054878235,3.820821888744831,0.9070562198758125,3.7387560456991196,2
Christopher Lenz,30,[],"Jun 30, 2027","Sep 22, 1994",1.8,159844,"Jul 1, 2025",,,Germany,,Left-Back,,F. Düsseldorf,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€500k,"Jun 5, 2025",2,24,0,7876,24,0,0.44843044877052307,D S,0,12,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,1278,2.7751849070191383,0.44843044877052307,5.683356866240501,7.177272088825703,1
Josko Gvardiol,23,[],"Jun 30, 2028","Jan 23, 2002",1.85,475959,"Aug 5, 2023",,,Croatia,,Left-Back,,Man City,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€75.00m,"May 30, 2025",0,30,1,9790,12,1,1.7560912743210793,D S,0,13,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,2167,0.6161073902621865,1.7560912743210793,9.14376179408282,9.578041969798505,2
Yvandro Borges Sanches,21,[],"Jun 30, 2026","May 24, 2004",1.8,586659,"Jul 1, 2022",,,Luxembourg,,Left Winger,,Bor. M'gladbach,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€500k,"Jun 5, 2025",0,3,0,10729,0,0,0.010712400078773499,S,0,1,understat,https://understat.com/team/Borussia_M.Gladbach/2022,Borussia M.Gladbach,18,0,0.010712400078773499,0,0.010712400078773499,0
Tanguy Nianzou,23,[],"Jun 30, 2027","Jun 7, 2002",1.91,538996,"Aug 17, 2022",,,France,,Centre-Back,,Sevilla FC,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€1.50m,"Jun 9, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Jude Bellingham,22,[],"Jun 30, 2029","Jun 29, 2003",1.86,581678,"Jul 1, 2023",,,England,,Attacking Midfield,,Real Madrid,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€180.00m,"Jun 9, 2025",4,31,8,8824,34,7,7.74626162648201,M S,0,65,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,2691,4.233295059762895,8.504038363695145,17.165961924940348,24.581586927175522,8
Torben Müsel,26,[],"Jun 30, 2026","Jul 25, 1999",1.85,368860,"Jan 30, 2023",,,Germany,,Attacking Midfield,,RW Essen,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€300k,"Jun 11, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Thorgan Hazard,32,[],"Jun 30, 2026","Mar 29, 1993",1.75,102226,"Sep 6, 2023",,,Belgium,,Left Winger,,RSC Anderlecht,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€2.50m,"Jun 12, 2025",0,14,0,213,11,0,1.6576167549937963,D M S,0,8,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,440,1.010751306079328,1.6576167549937963,0.8723939917981625,2.9991787243634462,1
Niklas Lomb,32,[],"Jun 30, 2027","Jul 28, 1993",1.86,85543,"Jul 1, 2012",,,Germany,,Goalkeeper,,B. Leverkusen,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€250k,"Jun 5, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Raphael Framberger,29,[],,"Sep 6, 1995",1.79,146163,,FC Augsburg II,,Germany,,Right-Back,"Jul 1, 2025",Retired,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",,,0,3,0,4336,1,0,0,D M S,0,0,understat,https://understat.com/team/Augsburg/2022,Augsburg,182,0.09089010208845139,0,0.17520979791879654,0.17520979791879654,0
João Cancelo,31,[],"Jun 30, 2027","May 27, 1994",1.82,182712,"Aug 27, 2024",,,Portugal,,Right-Back,,Al-Hilal,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€15.00m,"May 27, 2025",4,15,1,2379,13,1,0.740132313221693,D M S,0,12,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,1018,3.0123420655727386,0.740132313221693,8.435149043798447,11.520749151706696,3
Maxence Lacroix,25,[],"Jun 30, 2029","Apr 6, 2000",1.9,434224,"Aug 30, 2024",,,France,,Centre-Back,,Crystal Palace,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€25.00m,"May 30, 2025",0,24,1,8853,3,1,0.41657640412449837,D S,0,5,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,1625,0.07443089969456196,0.41657640412449837,5.442830154672265,5.442830154672265,1
Anderson Lucoqui,28,[],,"Jul 6, 1997",1.81,240274,,1860 Munich,,Angola,,Left-Back,"Jul 1, 2025",Without Club,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€275k,"Jun 11, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Noah Sarenren Bazee,28,[],"Jun 30, 2026","Aug 21, 1996",1.83,283001,"Aug 31, 2023",,,Germany,,Right Winger,,Arm. Bielefeld,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€400k,"Jun 11, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Robert Gumny,27,[],"Jun 30, 2027","Jun 4, 1998",1.82,353826,"Jul 1, 2025",,,Poland,,Right-Back,,Lech Poznan,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€1.50m,"Jun 5, 2025",2,29,1,8803,9,1,0.39685156755149364,D S,1,9,understat,https://understat.com/team/Augsburg/2022,Augsburg,2019,1.0906317457556725,0.39685156755149364,1.43391408957541,2.1613413710147142,5
Nelson Weiper,20,[],"Jun 30, 2026","Mar 17, 2005",1.92,796213,"Jul 1, 2022",,,Germany,,Centre-Forward,,1.FSV Mainz 05,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€10.00m,"Jun 5, 2025",0,9,2,11143,2,2,1.6759622320532799,S,0,5,understat,https://understat.com/team/Mainz_05/2022,Mainz 05,74,0.05227850750088692,1.6759622320532799,0,1.082453964278102,0
Robert Andrich,30,['Germany'],"Jun 30, 2028","Sep 22, 1994",1.87,159088,"Aug 16, 2021",,,Germany,"                  0
0  Central Midfield
1       Centre-Back",Defensive Midfield,,B. Leverkusen,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€9.00m,"Jun 5, 2025",2,29,2,7877,18,2,1.495253399014473,M S,0,30,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,2414,1.1337046343833208,1.495253399014473,7.092177907004952,8.447318887338042,7
Stefan Posch,28,[],"Jun 30, 2026","May 14, 1997",1.9,223974,"Jul 1, 2023",,,Austria,,Centre-Back,,Bologna,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€8.00m,"Jun 17, 2025",0,1,0,5329,0,0,0,D,1,0,understat,https://understat.com/team/Hoffenheim/2022,Hoffenheim,18,0,0,0,0,0
Patrick Wimmer,24,[],"Jun 30, 2027","May 30, 2001",1.82,533295,"Jul 1, 2022",,,Austria,,Right Winger,,VfL Wolfsburg,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€15.00m,"Jun 5, 2025",8,26,4,9730,38,4,4.009688466787338,F M S,0,31,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,1709,5.654376212507486,4.009688466787338,2.442955546081066,10.894396804273129,7
Emil Forsberg,33,[],"Dec 31, 2026","Oct 23, 1991",1.77,111078,"Jan 31, 2024",,,Sweden,,Left Winger,,New York,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€3.00m,"Jun 5, 2025",4,30,6,5249,19,4,3.0748871117830276,F M S,0,23,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,1479,2.7437302321195602,4.590440109372139,2.4226518739014864,7.481600746512413,2
Mitchel Bakker,25,[],"Jun 30, 2027","Jun 20, 2000",1.89,361065,"Jul 7, 2023",,,Netherlands,,Left-Back,,Atalanta BC,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€7.00m,"Jun 3, 2025",2,28,3,8310,17,3,1.5494726430624723,D S,1,17,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,1656,1.960865007713437,1.5494726430624723,5.3029226791113615,7.690754035487771,4
